DGM_NM,gid
청소년수련시설,다사520458
청소년수련시설,다사520459
청소년수련시설,다사636582
청소년수련시설,다사635582
청소년수련시설,다사635581
청소년수련시설,다사636581
청소년수련시설,다사503534
청소년수련시설,다사504533
청소년수련시설,다사504534
동주민센터,다사485430
고등학교,다사531543
고등학교,다사531546
고등학교,다사532546
고등학교,다사531544
고등학교,다사530545
고등학교,다사533545
고등학교,다사532543
고등학교,다사532545
고등학교,다사531545
고등학교,다사532544
고등학교,다사533544
고등학교,다사533543
"중,고등학교",다사525505
"중,고등학교",다사524506
"중,고등학교",다사525506
"중,고등학교",다사525504
"중,고등학교",다사524505
"중,고등학교",다사525504
"중,고등학교",다사524504
"중,고등학교",다사525504
"중,고등학교",다사524506
"중,고등학교",다사524505
"중,고등학교",다사523506
"중,고등학교",다사525506
"중,고등학교",다사525505
문화시설 기타,다사528452
문화시설 기타,다사528451
사회복지시설 기타,다사587502
사회복지시설 기타,다사587501
사회복지시설 기타,다사588502
연구시설,다사600552
연구시설,다사599552
연구시설,다사602548
연구시설,다사602549
연구시설,다사600548
연구시설,다사602550
연구시설,다사599547
연구시설,다사599551
연구시설,다사600547
연구시설,다사601547
연구시설,다사598548
연구시설,다사600550
연구시설,다사599550
연구시설,다사598549
연구시설,다사600552
연구시설,다사599552
연구시설,다사601549
연구시설,다사600551
연구시설,다사601550
연구시설,다사601548
연구시설,다사599549
연구시설,다사600549
연구시설,다사599548
공공청사,다사554482
공공청사,다사553483
공공청사,다사554483
공공청사,다사553482
고등학교,다사420456
고등학교,다사421457
고등학교,다사422457
고등학교,다사421456
고등학교,다사422456
고등학교,다사421456
고등학교,다사422456
고등학교,다사422457
동사무소,다사671486
동사무소,다사671485
문화시설,다사566532
기타문화시설,다사530532
기타문화시설,다사531533
기타문화시설,다사531532
기타문화시설,다사530533
동사무소,다사607574
동사무소,다사607573
동사무소,다사608573
공공청사시설 기타,다사608575
공공청사시설 기타,다사609575
공공청사시설 기타,다사608576
체육시설 기타,다사606391
체육시설 기타,다사607392
체육시설 기타,다사606392
체육시설 기타,다사605392
체육시설 기타,다사605391
초등학교,다사607578
초등학교,다사607576
초등학교,다사606577
초등학교,다사606578
초등학교,다사608576
초등학교,다사608577
초등학교,다사607577
초등학교,다사608577
초등학교,다사606578
초등학교,다사607578
문화시설,다사503454
문화시설,다사503453
문화시설,다사467466
문화시설,다사466466
초등학교,다사402511
초등학교,다사401512
초등학교,다사402512
초등학교,다사401510
초등학교,다사401511
외국인학교,다사501522
외국인학교,다사501521
외국인학교,다사502524
외국인학교,다사500522
외국인학교,다사503523
외국인학교,다사501525
외국인학교,다사501523
외국인학교,다사502525
외국인학교,다사503526
외국인학교,다사501524
외국인학교,다사502521
외국인학교,다사505524
외국인학교,다사503525
외국인학교,다사502522
외국인학교,다사505523
외국인학교,다사504523
외국인학교,다사502523
외국인학교,다사504524
외국인학교,다사503522
외국인학교,다사503524
문화시설,다사439445
문화시설,다사439444
문화시설,다사549551
문화시설,다사533565
문화시설,다사534566
문화시설,다사534567
문화시설,다사533566
문화시설,다사534565
기타문화시설,다사459396
기타문화시설,다사684434
기타문화시설,다사684435
기타문화시설,다사683434
사회복지시설 기타,다사609556
사회복지시설 기타,다사610557
사회복지시설 기타,다사610556
사회복지시설 기타,다사609557
문화시설,다사586605
종교,다사500596
종교,다사499596
문화시설,다사537513
문화시설,다사536513
문화시설,다사536514
사회복지시설,다사425523
사회복지시설,다사424523
사회복지시설,다사424524
사회복지시설,다사425524
사회복지시설,다사605645
문화시설 기타,다사528452
문화시설 기타,다사528451
사회복지시설 기타,다사528452
사회복지시설 기타,다사528451
사회복지시설,다사501456
사회복지시설,다사502456
사회복지시설,다사615575
사회복지시설,다사406494
사회복지시설,다사507433
사회복지시설,다사579516
사회복지시설,다사579517
사회복지시설,다사630560
사회복지시설,다사500523
사회복지시설,다사575582
고등학교,다사544532
고등학교,다사542532
고등학교,다사544533
고등학교,다사543533
고등학교,다사543532
고등학교,다사542533
초등학교,다사481394
초등학교,다사482393
초등학교,다사481393
초등학교,다사482394
사회복지시설,다사574457
창4동 구립어린이집,다사606603
창4동 구립어린이집,다사605604
창4동 구립어린이집,다사606604
창4동 구립어린이집,다사605603
창4동 구립어린이집,다사605604
창4동 구립어린이집,다사605603
사회복지시설,다사431466
사회복지시설,다사486420
사회복지시설,다사509458
사회복지시설,다사694511
사회복지시설,다사693511
사회복지시설,다사694512
사회복지시설,다사693512
사회복지시설,다사586528
사회복지시설,다사586529
초등학교(국민학교),다사614483
초등학교(국민학교),다사613483
사회복지시설,다사451443
사회복지시설,다사452444
사회복지시설,다사452443
사회복지시설,다사451444
사회복지시설,다사499452
사회복지시설,다사498453
사회복지시설,다사499453
사회복지시설,다사477547
사회복지시설,다사477546
사회복지시설,다사424471
사회복지시설,다사461542
사회복지시설,다사579426
사회복지시설,다사579427
사회복지시설,다사580425
사회복지시설,다사580426
사회복지시설,다사579425
사회복지시설,다사652431
사회복지시설,다사652432
도서관시설 기타,다사617558
도서관시설 기타,다사616558
문화시설 기타,다사568587
문화시설 기타,다사568588
사회복지시설,다사404507
사회복지시설,다사483404
사회복지시설,다사511554
사회복지시설,다사580563
사회복지시설,다사425479
사회복지시설,다사424479
청사 기타,다사488601
청사 기타,다사488602
청사 기타,다사488601
청사 기타,다사489602
청사 기타,다사489601
청사 기타,다사488602
청사 기타,다사488601
청사 기타,다사489602
청사 기타,다사489601
청사 기타,다사488602
청사 기타,다사488601
청사 기타,다사489602
청사 기타,다사489601
청사 기타,다사488601
초등학교(국민학교),다사618550
초등학교(국민학교),다사618551
초등학교(국민학교),다사617550
초등학교(국민학교),다사617551
동사무소,다사687439
동사무소,다사688438
동사무소,다사687438
공공청사,다사628557
도봉구의회청사,다사592616
도봉구의회청사,다사593616
도봉구의회청사,다사592617
도봉구의회청사,다사593617
노원경찰서,다사621604
노원경찰서,다사622603
노원경찰서,다사621603
노원경찰서,다사622604
공공청사,다사542523
공공청사,다사541523
공공청사,다사542523
공공청사,다사541524
공공청사,다사541523
공공청사,다사542524
공공청사,다사403522
공공청사,다사403521
공공청사,다사600542
공공청사,다사600541
"청사(공공업무시설,근린공공시설)",다사712517
"청사(공공업무시설,근린공공시설)",다사712518
"청사(공공업무시설,근린공공시설)",다사711518
"청사(공공업무시설,근린공공시설)",다사711517
서울경찰청부속,다사534536
서울경찰청부속,다사534535
서울경찰청부속,다사533535
헌법재판소,다사544532
헌법재판소,다사544534
헌법재판소,다사544533
헌법재판소,다사545533
헌법재판소,다사545532
구민회관,다사621487
구민회관,다사620487
구민회관,다사620488
구민회관,다사621488
영등포경찰서,다사471476
영등포경찰서,다사470475
영등포경찰서,다사471475
영등포경찰서,다사470476
"청사(공공업무시설,근린공공시설)",다사392509
공공시설,다사643460
공공시설,다사642460
공공시설,다사643459
공공시설,다사642459
"청사(공공업무시설,근린공공시설)",다사543510
"청사(공공업무시설,근린공공시설)",다사543511
"청사(공공업무시설,근린공공시설)",다사544511
"청사(공공업무시설,근린공공시설)",다사600532
"청사(공공업무시설,근린공공시설)",다사429463
"청사(공공업무시설,근린공공시설)",다사430463
"청사(공공업무시설,근린공공시설)",다사464533
"상계6동사무소, 파출소",다사610615
"상계6동사무소, 파출소",다사609615
"상계6동사무소, 파출소",다사610616
"상계6동사무소, 파출소",다사609616
"중계1동사무소, 파출소",다사627615
공공청사,다사484461
대림2동사무소,다사474432
대림2동사무소,다사474432
대림2동사무소,다사474431
대치2동사무소,다사617446
대치2동사무소,다사617445
가락본동사무소,다사665440
가락본동사무소,다사665441
공공청사,다사576505
공공청사,다사577505
공공청사,다사472419
공공청사,다사489566
공공청사,다사488566
공공청사,다사591530
녹번동사무소,다사501560
녹번동사무소,다사500560
동사무소,다사475401
동사무소,다사474401
공공청사,다사573509
공공청사,다사572509
공공청사,다사573508
공공청사,다사573508
공공청사,다사494496
공공청사,다사493496
공공청사,다사671492
공공청사,다사671493
"청사(공공업무시설,근린공공시설)",다사682506
기타 청사,다사421524
공공청사,다사558479
공공청사,다사559479
공공청사,다사558478
공공청사,다사648405
신림9동사무소,다사502414
신림9동사무소,다사501414
동사무소,다사570579
동사무소,다사569579
동사무소,다사569580
공공청사,다사436500
공공청사,다사435501
공공청사,다사436501
공공청사,다사435500
파출소,다사522431
상도2파출소,다사502447
상도2파출소,다사503447
공공청사,다사482504
공공청사,다사481504
"청사(공공업무시설,근린공공시설)",다사520489
"청사(공공업무시설,근린공공시설)",다사520490
청담동사무소,다사601473
청담동사무소,다사601474
편익,다사495592
편익,다사495591
편익,다사496592
편익,다사496591
편익,다사496590
공공청사,다사510501
공공청사,다사510500
동사무소,다사661448
도봉소방서,다사596628
도봉소방서,다사598627
도봉소방서,다사598628
도봉소방서,다사596627
도봉소방서,다사597627
도봉소방서,다사597628
중곡1동사무소,다사628513
중곡1동사무소,다사629513
공공청사,다사442469
공공청사,다사443470
공공청사,다사443469
공공청사,다사696436
공공청사,다사697436
공공청사,다사697437
공공청사,다사698437
공공청사,다사698436
공공청사,다사632638
공공청사,다사632637
공공청사2,다사508493
공공청사2,다사507493
공공청사2,다사508494
공공청사2,다사507494
공공청사,다사537497
공공청사,다사536498
공공청사,다사536497
공공청사,다사537498
봉천소방파출소,다사505431
봉천소방파출소,다사505430
봉천소방파출소,다사506431
소방파출소,다사608588
소방파출소,다사608589
소방파출소,다사607588
공공청사,다사615546
공공청사,다사616546
파출소,다사529510
공공청사,다사464487
공공청사,다사465487
공공청사,다사531538
공공청사,다사530538
공공청사,다사607636
공공청사 사회복지시설,다사395521
공공청사,다사512460
공공청사,다사511460
공공청사,다사558423
공공청사,다사498416
공공청사,다사525526
공공청사,다사524526
공공청사,다사605489
공용의청사,다사622596
공용의청사,다사623597
공용의청사,다사622597
기타공공청사시설,다사632638
기타공공청사시설,다사632637
공공청사,다사389521
공공청사,다사388521
공공청사,다사631489
공공청사,다사631487
공공청사,다사630487
공공청사,다사630489
공공청사,다사631488
공공청사,다사630488
중계중학교,다사625619
중계중학교,다사624617
중계중학교,다사624619
중계중학교,다사624618
중계중학교,다사625617
중계중학교,다사625618
공공청사,다사621431
공공청사,다사622431
공공청사,다사625567
학교시설 기타,다사407495
학교시설 기타,다사407494
학교시설 기타,다사407493
학교시설 기타,다사408493
학교시설 기타,다사408495
학교시설 기타,다사408494
학교시설 기타,다사408495
학교시설 기타,다사408494
학교시설 기타,다사408493
학교시설 기타,다사407495
학교시설 기타,다사619542
학교시설 기타,다사620541
학교시설 기타,다사621541
학교시설 기타,다사619541
학교시설 기타,다사621542
학교시설 기타,다사620542
초등학교(국민학교),다사488605
초등학교(국민학교),다사488604
초등학교(국민학교),다사487605
초등학교(국민학교),다사487604
학교시설 기타,다사480516
학교시설 기타,다사479516
학교시설 기타,다사481516
학교시설 기타,다사480515
학교시설 기타,다사481515
학교시설 기타,다사479515
학교,다사644445
학교,다사644443
학교,다사643445
학교,다사643443
학교,다사644444
학교,다사643444
학교시설 기타,다사625513
학교시설 기타,다사625512
학교시설 기타,다사626513
학교시설 기타,다사626512
학교시설 기타,다사595510
중화중학교,다사641539
중화중학교,다사641540
중화중학교,다사641538
중화중학교,다사642540
중화중학교,다사642538
중화중학교,다사643538
중화중학교,다사642539
중화중학교,다사643539
중화중학교,다사643540
상계중학교,다사620615
상계중학교,다사620614
상계중학교,다사619616
상계중학교,다사620616
상계중학교,다사619615
상계중학교,다사619614
상계중학교,다사619613
장안중학교,다사629556
장안중학교,다사629558
장안중학교,다사630557
장안중학교,다사630558
장안중학교,다사629557
양정중학교,다사457484
양정중학교,다사457485
양정중학교,다사458485
양정중학교,다사459484
양정중학교,다사458483
양정중학교,다사457483
양정중학교,다사458484
양정중학교,다사459485
학교,다사581415
학교,다사581414
"오금중,고교",다사672451
"오금중,고교",다사670451
"오금중,고교",다사673451
"오금중,고교",다사671450
"오금중,고교",다사671452
"오금중,고교",다사672452
"오금중,고교",다사672449
"오금중,고교",다사670450
"오금중,고교",다사672450
"오금중,고교",다사671451
"오금중,고교",다사673450
가산중학교,다사464412
가산중학교,다사463412
가산중학교,다사464411
등원중학교,다사426514
등원중학교,다사427514
등원중학교,다사427512
등원중학교,다사427513
등원중학교,다사426512
등원중학교,다사426513
목일중학교,다사447462
목일중학교,다사446462
목일중학교,다사445461
목일중학교,다사447460
목일중학교,다사446461
목일중학교,다사447461
목일중학교,다사446460
목일중학교,다사445460
목일중학교,다사447460
중학교,다사580408
중학교,다사579407
중학교,다사580407
중학교,다사579408
중학교,다사401501
중학교,다사402501
중학교,다사402502
중학교,다사403500
중학교,다사403502
중학교,다사403501
학교,다사605609
학교,다사604609
학교,다사605610
학교,다사604610
문래중학교,다사456468
문래중학교,다사455468
문래중학교,다사456469
문래중학교,다사455469
공공청사,다사542514
공공청사,다사542515
북서울중학교,다사596646
북서울중학교,다사597647
북서울중학교,다사597646
북서울중학교,다사596647
신방학중학,다사584627
신방학중학,다사584628
신방학중학,다사585628
신방학중학,다사585627
아현중학교,다사519510
아현중학교,다사521510
아현중학교,다사520510
아현중학교,다사519508
아현중학교,다사519510
아현중학교,다사521508
아현중학교,다사519509
아현중학교,다사521509
아현중학교,다사520508
아현중학교,다사521510
아현중학교,다사520510
아현중학교,다사520509
신목중학교,다사444487
신목중학교,다사446487
신목중학교,다사446488
신목중학교,다사445488
신목중학교,다사445487
신도림중학교,다사456457
신도림중학교,다사456459
신도림중학교,다사457459
신도림중학교,다사457458
신도림중학교,다사456458
중학교,다사498593
중학교,다사497594
중학교,다사498594
중학교,다사497593
신천중학교,다사628463
신천중학교,다사627464
신천중학교,다사628464
신천중학교,다사626463
신천중학교,다사626464
신천중학교,다사627463
잠신중학교,다사634463
잠신중학교,다사635462
잠신중학교,다사636464
잠신중학교,다사635463
잠신중학교,다사636462
잠신중학교,다사635464
잠신중학교,다사636463
중학교,다사676485
중학교,다사676486
중학교,다사677486
중학교,다사676487
수서중학교,다사648436
수서중학교,다사649435
수서중학교,다사648435
수서중학교,다사649436
오륜중학교,다사681462
오륜중학교,다사680463
오륜중학교,다사680462
오륜중학교,다사680464
오륜중학교,다사681464
오륜중학교,다사681463
중화고등학교,다사631563
중화고등학교,다사631562
중화고등학교,다사632563
중화고등학교,다사632561
중화고등학교,다사631561
중화고등학교,다사632562
적십자간호대학,다사529521
적십자간호대학,다사528521
적십자간호대학,다사528520
적십자간호대학,다사528520
한국외국어대학교,다사610551
한국외국어대학교,다사610552
"한양대유아교육관,어학관",다사601511
미술고등학교,다사529421
미술고등학교,다사528420
미술고등학교,다사529420
미술고등학교,다사528421
미술고등학교,다사529421
양정고등학교,다사457486
양정고등학교,다사457485
양정고등학교,다사458485
양정고등학교,다사459486
양정고등학교,다사459485
양정고등학교,다사458486
영동중학교,다사583431
영동중학교,다사585432
영동중학교,다사584432
영동중학교,다사583432
영동중학교,다사584433
영동중학교,다사584431
영동중학교,다사583433
태릉고등학교,다사633577
태릉고등학교,다사634577
태릉고등학교,다사634578
태릉고등학교,다사633578
관악고등학교,다사455471
관악고등학교,다사454471
관악고등학교,다사453470
관악고등학교,다사455470
관악고등학교,다사453471
관악고등학교,다사454470
진명여자고등학교,다사440472
진명여자고등학교,다사439474
진명여자고등학교,다사438474
진명여자고등학교,다사440474
진명여자고등학교,다사439473
진명여자고등학교,다사440473
진명여자고등학교,다사439472
동명여자고등학교,다사491573
동명여자고등학교,다사492574
동명여자고등학교,다사491574
동명여자고등학교,다사493573
동명여자고등학교,다사490573
동명여자고등학교,다사493574
동명여자고등학교,다사492572
동명여자고등학교,다사491572
동명여자고등학교,다사492573
고등학교,다사602592
고등학교,다사601591
고등학교,다사602591
고등학교,다사601592
당곡중학교,다사498438
당곡중학교,다사499438
당곡중학교,다사497437
당곡중학교,다사498437
당곡중학교,다사498438
당곡중학교,다사499437
서운중학교,다사580438
서운중학교,다사580439
서운중학교,다사579439
서운중학교,다사579438
서운중학교,다사580440
창도중학교,다사602626
창도중학교,다사603627
창도중학교,다사603626
창도중학교,다사602627
창도중학교,다사601627
학교,다사697511
학교,다사698511
경기기계공,다사625596
경기기계공,다사626593
경기기계공,다사622592
경기기계공,다사624596
경기기계공,다사622593
경기기계공,다사623596
경기기계공,다사622596
경기기계공,다사622594
경기기계공,다사626595
경기기계공,다사625597
경기기계공,다사622595
경기기계공,다사623594
경기기계공,다사623595
경기기계공,다사623592
경기기계공,다사625594
경기기계공,다사624593
경기기계공,다사626594
경기기계공,다사623593
경기기계공,다사624592
경기기계공,다사625593
경기기계공,다사625595
경기기계공,다사624595
경기기계공,다사625592
경기기계공,다사625591
경기기계공,다사624591
경기기계공,다사623591
경기기계공,다사624594
단설대학원(북한대학원대학교),다사544541
단설대학원(북한대학원대학교),다사543542
단설대학원(북한대학원대학교),다사543541
단설대학원(북한대학원대학교),다사544542
한국방송통신대학,다사466449
한국방송통신대학,다사465448
한국방송통신대학,다사466448
한국방송통신대학,다사465449
중학교,다사562459
중학교,다사562457
중학교,다사563458
중학교,다사561458
중학교,다사562458
학교,다사482532
학교,다사482533
학교,다사481532
학교,다사481533
학교,다사577546
학교,다사578550
학교,다사578545
학교,다사577548
학교,다사577550
학교,다사579546
학교,다사577551
학교,다사577549
학교,다사576546
학교,다사578549
학교,다사578546
학교,다사579551
학교,다사578551
학교,다사579549
학교,다사579550
학교,다사577547
학교,다사578548
학교,다사578547
학교,다사579547
"선린중,상업고등학교",다사528492
"선린중,상업고등학교",다사527494
"선린중,상업고등학교",다사529492
"선린중,상업고등학교",다사530493
"선린중,상업고등학교",다사527492
"선린중,상업고등학교",다사529494
"선린중,상업고등학교",다사530492
"선린중,상업고등학교",다사528494
"선린중,상업고등학교",다사527493
"선린중,상업고등학교",다사530494
"선린중,상업고등학교",다사529493
"선린중,상업고등학교",다사528493
서울여자상업고등학교,다사516417
서울여자상업고등학교,다사515418
서울여자상업고등학교,다사514417
서울여자상업고등학교,다사515417
서울여자상업고등학교,다사514418
서울여자상업고등학교,다사513416
서울여자상업고등학교,다사515415
서울여자상업고등학교,다사515416
서울여자상업고등학교,다사514415
서울여자상업고등학교,다사513415
서울여자상업고등학교,다사514416
서울여자상업고등학교,다사516416
상도중학교,다사524435
상도중학교,다사524436
상도중학교,다사523435
상도중학교,다사523434
상도중학교,다사523436
상도중학교,다사523436
상도중학교,다사523434
상도중학교,다사523435
미성중학교,다사479419
미성중학교,다사479418
미성중학교,다사480418
미성중학교,다사481420
미성중학교,다사479418
미성중학교,다사480420
미성중학교,다사481418
미성중학교,다사481419
미성중학교,다사479419
미성중학교,다사480419
방이중학교,다사657462
방이중학교,다사657461
방이중학교,다사658461
방이중학교,다사658462
학교,다사584480
학교,다사586481
학교,다사584481
학교,다사585480
학교,다사585481
학교,다사586480
덕수초등학교,다사535522
덕수초등학교,다사536521
덕수초등학교,다사535521
덕수초등학교,다사536522
서울교육대학교,다사574435
서울교육대학교,다사571436
서울교육대학교,다사572433
서울교육대학교,다사570435
서울교육대학교,다사570436
서울교육대학교,다사574436
서울교육대학교,다사574434
서울교육대학교,다사570434
서울교육대학교,다사573436
서울교육대학교,다사570433
서울교육대학교,다사571433
서울교육대학교,다사573434
서울교육대학교,다사571434
서울교육대학교,다사571435
서울교육대학교,다사573435
서울교육대학교,다사572436
서울교육대학교,다사572435
서울교육대학교,다사572434
총신대학교,다사529433
총신대학교,다사527434
총신대학교,다사529434
총신대학교,다사530435
총신대학교,다사530434
총신대학교,다사528433
총신대학교,다사530433
총신대학교,다사528434
총신대학교,다사529435
총신대학교,다사527435
총신대학교,다사528435
학교,다사581519
학교,다사582519
학교,다사582520
학교,다사581520
고등학교,다사715515
고등학교,다사714516
고등학교,다사714517
고등학교,다사716516
고등학교,다사715517
고등학교,다사715516
고등학교,다사716515
"광양중,고교",다사632478
"광양중,고교",다사634480
"광양중,고교",다사633478
"광양중,고교",다사633477
"광양중,고교",다사633479
"광양중,고교",다사633480
"광양중,고교",다사634478
"광양중,고교",다사634479
명지초등학교,다사495540
명지초등학교,다사494539
명지초등학교,다사495539
명지초등학교,다사496538
명지초등학교,다사495538
연세대학교,다사501520
연세대학교,다사503527
연세대학교,다사504527
연세대학교,다사499520
연세대학교,다사500513
연세대학교,다사510519
연세대학교,다사508518
연세대학교,다사499518
연세대학교,다사499519
연세대학교,다사499516
연세대학교,다사501529
연세대학교,다사503529
연세대학교,다사505530
연세대학교,다사509519
연세대학교,다사499517
연세대학교,다사504530
연세대학교,다사510520
연세대학교,다사506514
연세대학교,다사497516
연세대학교,다사503528
연세대학교,다사498515
연세대학교,다사505516
연세대학교,다사503526
연세대학교,다사499514
연세대학교,다사508517
연세대학교,다사500520
연세대학교,다사509518
연세대학교,다사508520
연세대학교,다사510521
연세대학교,다사498516
연세대학교,다사508516
연세대학교,다사500514
연세대학교,다사505526
연세대학교,다사499515
연세대학교,다사507515
연세대학교,다사505513
연세대학교,다사507517
연세대학교,다사505515
연세대학교,다사501516
연세대학교,다사506527
연세대학교,다사502521
연세대학교,다사505527
연세대학교,다사503520
연세대학교,다사501517
연세대학교,다사502517
연세대학교,다사508522
연세대학교,다사500516
연세대학교,다사503521
연세대학교,다사502519
연세대학교,다사504528
연세대학교,다사505524
연세대학교,다사503525
연세대학교,다사506521
연세대학교,다사504517
연세대학교,다사501514
연세대학교,다사506522
연세대학교,다사505521
연세대학교,다사503514
연세대학교,다사509521
연세대학교,다사502516
연세대학교,다사505529
연세대학교,다사508519
연세대학교,다사505528
연세대학교,다사500517
연세대학교,다사500519
연세대학교,다사505520
연세대학교,다사506518
연세대학교,다사505522
연세대학교,다사502515
연세대학교,다사504519
연세대학교,다사507516
연세대학교,다사502513
연세대학교,다사505518
연세대학교,다사506519
연세대학교,다사504515
연세대학교,다사506515
연세대학교,다사500515
연세대학교,다사504521
연세대학교,다사503516
연세대학교,다사504526
연세대학교,다사501515
연세대학교,다사505523
연세대학교,다사506523
연세대학교,다사501518
연세대학교,다사501519
연세대학교,다사503513
연세대학교,다사506517
연세대학교,다사505519
연세대학교,다사504516
연세대학교,다사500518
연세대학교,다사504529
연세대학교,다사507522
연세대학교,다사506526
연세대학교,다사504520
연세대학교,다사507523
연세대학교,다사505525
연세대학교,다사507518
연세대학교,다사508521
연세대학교,다사504514
연세대학교,다사504525
연세대학교,다사506516
연세대학교,다사504518
연세대학교,다사502514
연세대학교,다사505514
연세대학교,다사506520
연세대학교,다사503515
연세대학교,다사507519
연세대학교,다사501513
연세대학교,다사506528
연세대학교,다사506524
연세대학교,다사504523
연세대학교,다사509520
연세대학교,다사507521
연세대학교,다사504513
연세대학교,다사503519
연세대학교,다사505517
연세대학교,다사504522
연세대학교,다사507520
연세대학교,다사503517
연세대학교,다사506525
연세대학교,다사502520
연세대학교,다사503522
연세대학교,다사503518
연세대학교,다사502518
"보성중,고등학교",다사678467
"보성중,고등학교",다사678468
"보성중,고등학교",다사677467
"보성중,고등학교",다사676467
"보성중,고등학교",다사676466
"보성중,고등학교",다사677468
"보성중,고등학교",다사676468
"보성중,고등학교",다사677466
"보성중,고등학교",다사675467
"보성중,고등학교",다사678468
"보성중,고등학교",다사677468
"중,고등학교",다사678497
"중,고등학교",다사678498
"중,고등학교",다사678499
"중,고등학교",다사679497
"중,고등학교",다사679498
"중,고등학교",다사679499
일신중고등학교,다사658446
일신중고등학교,다사657446
일신중고등학교,다사659447
일신중고등학교,다사659448
일신중고등학교,다사657447
일신중고등학교,다사658447
학교,다사573525
학교,다사573526
학교,다사574525
학교,다사574526
"은광여자중,고교",다사588433
"은광여자중,고교",다사590432
"은광여자중,고교",다사589431
"은광여자중,고교",다사590433
"은광여자중,고교",다사588432
"은광여자중,고교",다사590431
"은광여자중,고교",다사589432
"은광여자중,고교",다사589433
"중,고등학교",다사526519
"중,고등학교",다사525518
"중,고등학교",다사526518
"중,고등학교",다사525519
"중,고등학교",다사527519
송파공업고등학교,다사683437
송파공업고등학교,다사684437
송파공업고등학교,다사683435
송파공업고등학교,다사684436
송파공업고등학교,다사684435
송파공업고등학교,다사683436
중산고등학교,다사629429
중산고등학교,다사630429
중산고등학교,다사631429
중산고등학교,다사628429
중산고등학교,다사630430
중산고등학교,다사629430
중산고등학교,다사631430
중산고등학교,다사628430
고등학교,다사413459
고등학교,다사411459
고등학교,다사411460
고등학교,다사412460
고등학교,다사412459
성동여실고,다사569518
성동여실고,다사570518
성동여실고,다사570519
성동여실고,다사569519
한서고등학교,다사389529
한서고등학교,다사388530
한서고등학교,다사390530
한서고등학교,다사388529
한서고등학교,다사390529
한서고등학교,다사389530
학교,다사454463
학교,다사452461
학교,다사453463
학교,다사452462
학교,다사453462
학교,다사454462
학교,다사453461
학교,다사454463
선희농아학교,다사530541
선희농아학교,다사532541
선희농아학교,다사531541
선희농아학교,다사530542
선희농아학교,다사531540
선희농아학교,다사531539
선희농아학교,다사529541
선희농아학교,다사530539
선희농아학교,다사531542
선희농아학교,다사530540
북성초등학교,다사515513
북성초등학교,다사516512
북성초등학교,다사515511
북성초등학교,다사516511
북성초등학교,다사516513
북성초등학교,다사515512
숭례초등학교,다사589550
숭례초등학교,다사590551
숭례초등학교,다사589551
숭례초등학교,다사588551
숭례초등학교,다사589552
창림초등학교,다사594604
창림초등학교,다사594605
창림초등학교,다사595604
창림초등학교,다사596605
창림초등학교,다사595605
창림초등학교,다사596604
신석초등학교,다사502495
신석초등학교,다사504496
신석초등학교,다사503496
신석초등학교,다사503495
신석초등학교,다사504495
목동초등학교,다사444471
목동초등학교,다사444472
목동초등학교,다사445472
목동초등학교,다사445471
중동초등학교,다사480521
중동초등학교,다사479520
중동초등학교,다사479521
중동초등학교,다사480520
홍인초등학교,다사571513
홍인초등학교,다사571514
홍인초등학교,다사570513
창경초등학교,다사589620
창경초등학교,다사590620
창경초등학교,다사589618
창경초등학교,다사591620
창경초등학교,다사590618
창경초등학교,다사589619
창경초등학교,다사591619
창경초등학교,다사591618
창경초등학교,다사590619
"무학여중,고교",다사586510
"무학여중,고교",다사588508
"무학여중,고교",다사586509
"무학여중,고교",다사587508
"무학여중,고교",다사588510
"무학여중,고교",다사587509
"무학여중,고교",다사587510
"무학여중,고교",다사588509
동일초등학교,다사607628
동일초등학교,다사606629
동일초등학교,다사606628
동일초등학교,다사607629
사근초등학교,다사601516
사근초등학교,다사599515
사근초등학교,다사600516
사근초등학교,다사600515
사근초등학교,다사601515
옥수초등학교,다사577496
옥수초등학교,다사578497
옥수초등학교,다사578496
옥수초등학교,다사577497
정덕국교,다사571554
정덕국교,다사569555
정덕국교,다사571555
정덕국교,다사570555
정덕국교,다사569554
정덕국교,다사570554
재동초등학교,다사545535
재동초등학교,다사545534
재동초등학교,다사546534
재동초등학교,다사546535
신학초등학교,다사580625
신학초등학교,다사581625
신학초등학교,다사580624
신학초등학교,다사581624
신현초등학교,다사641563
신현초등학교,다사640563
신현초등학교,다사641562
신현초등학교,다사641564
신현초등학교,다사640562
도원초등학교,다사600639
도원초등학교,다사600638
도원초등학교,다사599638
도원초등학교,다사599639
방배초등학교,다사547432
방배초등학교,다사547431
방배초등학교,다사546431
방배초등학교,다사546432
온수초등학교,다사404441
온수초등학교,다사403441
온수초등학교,다사403440
온수초등학교,다사403439
온수초등학교,다사404440
온수초등학교,다사405440
온수초등학교,다사405439
온수초등학교,다사404439
남사초등학교,다사538426
남사초등학교,다사538427
남사초등학교,다사539426
남사초등학교,다사539427
신정초등학교,다사427483
신정초등학교,다사427482
신정초등학교,다사428484
신정초등학교,다사428483
신정초등학교,다사428482
신정초등학교,다사427484
금산초등학교,다사476381
금산초등학교,다사476382
석관초등학교,다사610568
석관초등학교,다사611568
석관초등학교,다사610569
석관초등학교,다사611569
초등학교(국민학교),다사573566
초등학교(국민학교),다사573568
초등학교(국민학교),다사572567
