"광역지자체","시군구","50KW","100KW싱글","100KW듀얼","200KW듀얼","300KW이상","사용량(kWh)","등록일시"
"서울특별시","강남구","1","0","0","0","0","62754.09","2020-11-01 23:07:00.0"
"서울특별시","서대문구","1","0","0","0","0","45041.48","2020-11-01 23:07:00.0"
"서울특별시","동작구","1","0","0","0","0","89063.11","2020-11-01 23:07:00.0"
"서울특별시","도봉구","1","0","0","0","0","21651.66","2020-11-01 23:07:00.0"
"서울특별시","금천구","2","0","0","0","0","48454.85","2020-11-01 23:07:00.0"
"서울특별시","중구","2","0","0","0","0","30620.17","2020-11-01 23:07:00.0"
"서울특별시","영등포구","1","0","2","0","0","105270.25","2020-11-01 23:07:00.0"
"서울특별시","영등포구","1","0","2","0","0","20132.62","2020-11-01 23:07:00.0"
"서울특별시","노원구","1","0","0","0","0","103010.55","2020-11-01 23:07:00.0"
"서울특별시","영등포구","1","0","0","0","0","61478.75","2020-11-01 23:07:00.0"
"서울특별시","중랑구","1","0","0","0","0","51405.57","2020-11-01 23:07:00.0"
"서울특별시","영등포구","2","0","4","0","0","145389.66","2020-11-01 23:07:00.0"
"서울특별시","성북구","2","0","0","0","0","11530.37","2020-11-01 23:07:00.0"
"서울특별시","성동구","0","0","1","0","0","18060.09","2020-11-01 23:07:00.0"
"서울특별시","종로구","0","0","1","0","0","2826.16","2020-11-01 23:07:00.0"
"서울특별시","영등포구","0","0","1","0","0","5970.52","2020-11-01 23:07:00.0"
"서울특별시","강서구","2","0","0","0","0","28448.966","2020-11-01 23:07:00.0"
"서울특별시","강남구","0","0","2","0","0","106523.52","2020-11-01 23:07:00.0"
"서울특별시","강동구","2","0","0","0","0","8705.661","2020-11-01 23:07:00.0"
"서울특별시","영등포구","0","0","1","0","0","5147.634","2020-11-01 23:07:00.0"
