gid,ADM_DR_NM
다사653471,잠실4동
다사654445,가락1동
다사686439,거여1동
다사674442,가락2동
다사650455,송파1동
다사674457,오륜동
다사634456,잠실본동
다사682420,위례동
다사658463,방이2동
다사641453,삼전동
다사670431,문정1동
다사653459,방이2동
다사659457,방이2동
다사641446,삼전동
다사672430,장지동
다사663450,송파2동
다사693448,마천2동
다사698445,마천1동
다사664430,문정2동
다사691436,거여2동
다사690441,거여2동
다사672425,장지동
다사675433,장지동
다사682443,거여1동
다사689443,마천2동
다사667454,방이1동
다사687440,거여2동
다사682425,위례동
다사692445,마천2동
다사636454,잠실본동
다사647452,석촌동
다사638457,잠실3동
다사659463,방이2동
다사683418,위례동
다사687433,거여2동
다사664444,가락본동
다사668451,오금동
다사660460,방이2동
다사684447,마천2동
다사661456,방이1동
다사656466,잠실4동
다사669440,가락2동
다사685447,마천2동
다사651447,석촌동
다사647447,석촌동
다사689445,마천2동
다사657434,문정2동
다사668425,문정2동
다사691447,마천2동
다사683446,마천2동
다사644448,석촌동
다사666485,풍납1동
다사635460,잠실2동
다사633455,잠실본동
다사654448,송파1동
다사656461,방이2동
다사674418,위례동
다사686447,마천2동
다사691446,마천2동
다사674447,오금동
다사678419,위례동
다사657451,송파1동
다사684430,위례동
다사631460,잠실2동
다사692442,마천1동
다사621454,잠실7동
다사685445,거여1동
다사625453,잠실7동
다사654475,풍납2동
다사628458,잠실본동
다사634455,잠실본동
다사641454,잠실3동
다사667432,문정1동
다사662487,풍납1동
다사665424,문정2동
다사669435,문정1동
다사663435,문정2동
다사631462,잠실2동
다사670428,장지동
다사688434,거여2동
다사682418,위례동
다사666437,가락본동
다사636452,삼전동
다사694446,마천2동
다사650461,잠실6동
다사641457,잠실3동
다사672424,장지동
다사661443,가락본동
다사668430,문정1동
다사663438,가락본동
다사662481,풍납2동
다사651450,석촌동
다사654458,방이2동
다사638446,삼전동
다사674429,장지동
다사679426,위례동
다사628457,잠실본동
다사679442,오금동
다사680452,오금동
다사640458,잠실3동
다사641460,잠실3동
다사686441,거여1동
다사664484,풍납1동
다사671440,가락2동
다사678436,장지동
다사646446,석촌동
다사658458,방이2동
다사695444,마천2동
다사633461,잠실2동
다사678451,오금동
다사657480,풍납2동
다사660476,풍납2동
다사680418,위례동
다사656459,방이2동
다사674421,장지동
다사658456,방이2동
다사654457,송파1동
다사661478,풍납2동
다사674439,가락2동
다사675441,가락2동
다사680449,오금동
다사646466,잠실6동
다사672436,문정1동
다사654451,송파1동
다사692449,마천2동
다사632463,잠실2동
다사631453,잠실본동
다사660478,풍납2동
다사666445,가락본동
다사634459,잠실2동
다사662435,문정2동
다사651443,가락1동
다사669446,가락본동
다사679461,오륜동
다사638460,잠실2동
다사693444,마천2동
다사659473,풍납2동
다사658446,송파2동
다사694441,마천1동
다사640449,삼전동
다사658480,풍납2동
다사679439,거여1동
다사633454,잠실본동
다사696436,마천1동
다사677463,오륜동
다사684424,위례동
다사675443,가락2동
다사649450,석촌동
다사679418,위례동
다사630453,잠실본동
다사657459,방이2동
다사656432,문정2동
다사645444,석촌동
다사687444,마천2동
다사661441,가락본동
다사658445,송파2동
다사656457,방이2동
다사657433,문정2동
다사664487,풍납1동
다사622455,잠실7동
다사654462,방이2동
다사660449,송파2동
다사671435,문정1동
다사649451,석촌동
다사632454,잠실본동
다사653445,가락1동
다사663458,방이1동
다사690436,거여2동
다사665484,풍납1동
다사654468,잠실4동
다사697434,거여2동
다사656471,잠실4동
다사677433,장지동
다사656448,송파1동
다사662450,송파2동
다사652455,송파1동
다사678439,가락2동
다사646452,석촌동
다사688435,거여2동
다사678435,거여1동
다사684461,오륜동
다사685448,마천2동
다사637460,잠실2동
다사676428,장지동
다사655460,방이2동
다사670451,오금동
다사663445,가락본동
다사632460,잠실2동
다사666443,가락본동
다사658448,송파2동
다사661445,송파2동
다사662486,풍납1동
다사678445,오금동
다사655448,송파1동
다사671421,장지동
다사660434,문정2동
다사671427,장지동
다사659454,송파1동
다사658485,풍납1동
다사670420,문정2동
다사631451,잠실본동
다사633457,잠실본동
다사668423,문정2동
다사672446,오금동
다사655445,석촌동
다사626453,잠실7동
다사661458,방이2동
다사656460,방이2동
다사665445,가락본동
다사694437,거여2동
다사649440,가락1동
다사684434,거여1동
다사690437,거여2동
다사640446,삼전동
다사677462,오륜동
다사660475,풍납2동
다사624453,잠실7동
다사646467,잠실6동
다사681447,오금동
다사675461,오륜동
다사631450,잠실본동
다사667438,가락본동
다사679443,오금동
다사654444,가락1동
다사691443,마천2동
다사682423,위례동
다사656458,방이2동
다사663457,방이1동
다사631452,잠실본동
다사639444,삼전동
다사665483,풍납1동
다사643467,잠실6동
다사643448,석촌동
다사661450,송파2동
다사651448,석촌동
다사659455,방이2동
다사661457,방이2동
다사698444,마천1동
다사692443,마천2동
다사651469,잠실4동
다사648467,잠실6동
다사662477,풍납2동
다사684446,마천2동
다사657479,풍납2동
다사636447,삼전동
다사635455,잠실본동
다사659460,방이2동
다사644446,석촌동
다사692441,마천1동
다사680445,오금동
다사668428,문정1동
다사677440,가락2동
다사650450,석촌동
다사632458,잠실본동
다사660443,가락본동
다사649447,석촌동
다사654467,잠실4동
다사665449,송파2동
다사637454,잠실본동
다사670435,문정1동
다사630454,잠실본동
다사647466,잠실6동
다사677435,장지동
다사660482,풍납2동
다사672455,오금동
다사672432,문정1동
다사653455,송파1동
다사675452,오금동
다사659483,풍납2동
다사661434,문정2동
다사669443,가락본동
다사623451,잠실7동
다사667437,가락본동
다사683442,거여1동
다사662488,풍납1동
다사676435,가락2동
다사653452,송파1동
다사642455,잠실3동
다사644451,석촌동
다사653458,송파1동
다사636458,잠실2동
다사652469,잠실4동
다사662449,송파2동
다사695439,마천1동
다사696435,거여2동
다사670427,장지동
다사650454,송파1동
다사689436,거여2동
다사650443,가락1동
다사663479,풍납2동
다사630463,잠실2동
다사669412,문정2동
다사677439,가락2동
다사660485,풍납1동
다사668441,가락본동
다사636446,삼전동
다사638455,잠실3동
다사699444,마천1동
다사687425,위례동
다사653444,가락1동
다사671457,오금동
다사679450,오금동
다사631454,잠실본동
다사667431,문정1동
다사654463,방이2동
다사666447,가락본동
다사694442,마천1동
다사650465,잠실6동
다사667427,문정1동
다사639459,잠실2동
다사665438,가락본동
다사669423,문정2동
다사624454,잠실7동
다사652468,잠실4동
다사645468,잠실6동
다사693438,마천1동
다사639449,삼전동
다사631448,잠실본동
다사678437,가락2동
다사652441,가락1동
다사637451,삼전동
다사666488,풍납1동
다사633447,삼전동
다사664460,방이1동
다사698440,마천1동
다사667459,방이1동
다사666450,송파2동
다사650453,석촌동
다사638445,삼전동
다사640465,잠실3동
다사686424,위례동
다사663478,풍납2동
다사629452,잠실본동
다사667433,문정1동
다사668455,방이1동
다사688438,거여2동
다사651452,송파1동
다사682437,거여1동
다사648450,석촌동
다사637446,삼전동
다사671437,가락2동
다사681444,오금동
다사670425,장지동
다사663460,방이2동
다사664443,가락본동
다사674424,장지동
다사697435,거여2동
다사685439,거여1동
다사637458,잠실2동
다사685440,거여1동
다사664457,방이1동
다사657453,송파1동
다사624455,잠실7동
다사655447,송파2동
다사675457,오륜동
다사662480,풍납2동
다사663483,풍납1동
다사665444,가락본동
다사674458,오륜동
다사668442,가락본동
다사684439,거여1동
다사668436,가락본동
다사656464,방이2동
다사675438,가락2동
다사673436,문정1동
다사681418,위례동
다사669429,문정1동
다사655458,방이2동
다사632455,잠실본동
다사667446,가락본동
다사640447,삼전동
다사683422,위례동
다사658451,송파1동
다사698441,마천1동
다사636453,잠실본동
다사670432,문정1동
다사660455,방이2동
다사650464,잠실6동
다사667430,문정1동
다사674438,가락2동
다사669424,장지동
다사638452,삼전동
다사683437,거여1동
다사656446,송파2동
다사657461,방이2동
다사665443,가락본동
다사683441,거여1동
다사684443,거여1동
다사692431,위례동
다사634448,삼전동
다사664488,풍납1동
다사628450,잠실본동
다사670447,가락본동
다사632449,잠실본동
다사651449,석촌동
다사689439,거여2동
다사662457,방이1동
다사662459,방이2동
다사671443,가락2동
다사648443,가락1동
다사670424,장지동
다사664450,송파2동
다사629456,잠실본동
다사652452,송파1동
다사660444,송파2동
다사638448,삼전동
다사663485,풍납1동
다사652453,송파1동
다사635447,삼전동
다사673459,오륜동
다사674437,가락2동
다사629457,잠실본동
다사678444,오금동
다사653454,송파1동
다사683420,위례동
다사675422,장지동
다사641451,삼전동
다사695440,마천1동
다사665433,가락본동
다사632450,잠실본동
다사648444,석촌동
다사677450,오금동
다사640452,삼전동
다사659433,문정2동
다사672460,오륜동
다사674440,가락2동
다사640451,삼전동
다사678465,오륜동
다사693442,마천1동
다사673432,문정1동
다사632462,잠실2동
다사655465,잠실4동
다사671422,장지동
다사637459,잠실2동
다사655471,잠실4동
다사670454,오금동
다사694439,마천1동
다사697436,마천1동
다사668458,방이1동
다사622452,잠실7동
다사686433,거여2동
다사695443,마천1동
다사649443,가락1동
다사685423,위례동
다사626454,잠실7동
다사666431,문정1동
다사675430,장지동
다사669442,가락2동
다사687422,위례동
다사677423,장지동
다사671456,오금동
다사656482,풍납2동
다사665453,방이1동
다사692439,거여2동
다사635452,잠실본동
다사639464,잠실3동
다사670455,오금동
다사662441,가락본동
다사636459,잠실2동
다사657452,송파1동
다사674462,오륜동
다사674456,오금동
다사653467,잠실4동
다사670419,문정2동
다사631455,잠실본동
다사643456,잠실3동
다사672427,장지동
다사633463,잠실2동
다사669441,가락2동
다사684419,위례동
다사669448,가락본동
다사672453,오금동
다사693443,마천2동
다사622454,잠실7동
다사642456,잠실3동
다사660463,방이2동
다사670438,가락2동
다사659456,방이2동
다사674461,오륜동
다사661460,방이2동
다사670443,가락2동
다사678453,오금동
다사627451,잠실본동
다사676453,오금동
다사686434,거여2동
다사663489,풍납1동
다사681442,거여1동
다사667448,가락본동
다사666456,방이1동
다사676421,장지동
